hgnc_symbol,chromosome
RNU6-101P,12
ENSG00000258230,12
ENSG00000293094,12
RNA5SP368,12
RNU6-172P,12
RNA5SP369,12
RNU6-1183P,12
HSPE1P4,12
ENSG00000297173,12
DRAM1,12
ENSG00000257202,12
ENSG00000241917,12
DRAM1-AS1,12
NENFP2,12
WASHC3,12
ENSG00000257222,12
NUP37,12
PARPBP,12
PMCH,12
HELLPAR,12
RN7SL793P,12
ENSG00000298830,12
ENSG00000258142,12
LINC02456,12
ENSG00000302996,12
IGF1,12
ENSG00000298855,12
ENSG00000257254,12
ENSG00000296233,12
LINC00485,12
PAH,12
ENSG00000282964,12
ASCL1,12
ENSG00000288092,12
ENSG00000257703,12
ENSG00000306788,12
C12orf42-AS1,12
C12orf42,12
ENSG00000295962,12
ENSG00000296019,12
ENSG00000257415,12
ENSG00000257994,12
ENSG00000286197,12
ENSG00000310518,12
LINC02401,12
STAB2,12
U8,12
ENSG00000257737,12
ENSG00000257766,12
ENSG00000257681,12
NT5DC3,12
ENSG00000257754,12
ENSG00000257327,12
ENSG00000293399,12
TTC41P,12
HSP90B1,12
MIR3652,12
UQCC6,12
TDG,12
ENSG00000288744,12
GLT8D2,12
ENSG00000310260,12
ENSG00000216285,12
HCFC2,12
NFYB,12
RNA5SP370,12
ENSG00000298015,12
ENSG00000286258,12
LINC02385,12
ENSG00000294348,12
TXNRD1,12
TXNRD1-AS1,12
RPL18AP3,12
ENSG00000304986,12
EID3,12
ENSG00000298817,12
ENSG00000298845,12
CHST11,12
ENSG00000304709,12
ENSG00000258111,12
ENSG00000279176,12
MIR3922,12
ENSG00000289557,12
ENSG00000309266,12
SLC41A2,12
Y_RNA,12
ENSG00000286410,12
KRT18P20,12
ENSG00000307635,12
NOPCHAP1,12
ALDH1L2,12
WASHC4,12
APPL2,12
C12orf75,12
ENSG00000286903,12
C12orf75-AS1,12
ENSG00000301011,12
ENSG00000301111,12
ENSG00000309761,12
ENSG00000286520,12
CASC18,12
ENSG00000300812,12
ENSG00000295957,12
ENSG00000295997,12
ENSG00000289387,12
ENSG00000305754,12
ST13P3,12
ENSG00000257890,12
NUAK1,12
ENSG00000257438,12
ENSG00000298892,12
ENSG00000310366,12
ENSG00000257611,12
CKAP4,12
ENSG00000258355,12
ENSG00000277715,12
RNU7-94P,12
TCP11L2,12
ENSG00000300241,12
ENSG00000290003,12
ENSG00000297327,12
POLR3B,12
ENSG00000257545,12
RFX4,12
RIC8B,12
ENSG00000287957,12
ENSG00000295573,12
EEF1B2P4,12
RPL30P12,12
TMEM263-DT,12
TMEM263,12
MTERF2,12
CRY1,12
ENSG00000257548,12
ENSG00000286678,12
SETP7,12
ABTB3,12
ENSG00000301737,12
ENSG00000306026,12
ENSG00000200897,12
RNA5SP371,12
ENSG00000257579,12
Y_RNA,12
ENSG00000289344,12
ENSG00000305520,12
PWP1,12
RPL17P38,12
PRDM4,12
PRDM4-AS1,12
ASCL4,12
ENSG00000257398,12
ENSG00000298430,12
ENSG00000293554,12
ENSG00000257951,12
ENSG00000258072,12
ENSG00000257392,12
ENSG00000257426,12
ENSG00000303870,12
ENSG00000293244,12
ENSG00000257129,12
ENSG00000302551,12
ENSG00000300413,12
WSCD2,12
ENSG00000307044,12
ENSG00000307915,12
ENSG00000257281,12
CMKLR1,12
ENSG00000310310,12
LINC01498,12
ENSG00000301632,12
FICD,12
SART3,12
ENSG00000287202,12
ISCU,12
ENSG00000297532,12
TMEM119,12
SELPLG,12
ENSG00000257221,12
MIR4496,12
CORO1C,12
RNU7-169P,12
ENSG00000301883,12
Y_RNA,12
ENSG00000301074,12
ENSG00000273499,12
SSH1,12
ENSG00000280110,12
ENSG00000298591,12
ENSG00000274598,12
MIR619,12
ENSG00000302905,12
DAO,12
SVOP,12
RNU6-361P,12
ENSG00000302516,12
ENSG00000279630,12
USP30,12
USP30-AS1,12
RNA5SP372,12
ALKBH2,12
UNG,12
ENSG00000256139,12
ACACB,12
ENSG00000298358,12
ENSG00000297986,12
FOXN4,12
ENSG00000303234,12
ENSG00000294574,12
MYO1H,12
LINC01486,12
ENSG00000255655,12
KCTD10,12
UBE3B,12
MMAB,12
RNU4-32P,12
MVK,12
ENSG00000309187,12
ENSG00000309208,12
RN7SKP250,12
ENSG00000299901,12
FAM222A,12
FAM222A-AS1,12
ENSG00000293898,12
ENSG00000293917,12
TRPV4,12
MIR4497,12
ENSG00000302242,12
GLTP,12
RBISP3,12
RN7SL441P,12
ENSG00000249094,12
TCHP,12
GIT2,12
ENSG00000277299,12
ENSG00000280426,12
ANKRD13A,12
C12orf76,12
ENSG00000277595,12
ENSG00000309304,12
ENSG00000290863,12
ENSG00000286220,12
ENSG00000279360,12
ENSG00000297254,12
ENSG00000297238,12
IFT81,12
ENSG00000289311,12
ENSG00000297272,12
ATP2A2,12
RN7SL769P,12
ENSG00000304574,12
ANAPC7,12
ENSG00000258210,12
ENSG00000309907,12
HMGA1P3,12
ARPC3,12
ENSG00000300534,12
GPN3,12
RPL31P49,12
FAM216A,12
VPS29,12
ENSG00000202335,12
ENSG00000278993,12
RAD9B,12
PPTC7,12
TCTN1,12
RN7SL387P,12
HVCN1,12
PPP1CC,12
ENSG00000279925,12
ENSG00000294739,12
ENSG00000257268,12
RPL29P25,12
CCDC63,12
ENSG00000302187,12
MYL2,12
VHRT,12
LINC01404,12
ENSG00000309108,12
CUX2,12
ENSG00000304623,12
MIR6760,12
RNA5SP373,12
PHETA1,12
LINC02356,12
HSPA8P14,12
ENSG00000294281,12
ENSG00000299832,12
SH2B3,12
ATXN2,12
U7,12
IFITM3P5,12
ATXN2-AS,12
BRAP,12
PCNPP1,12
ACAD10,12
ENSG00000257767,12
ALDH2,12
ENSG00000298157,12
MIR6761,12
MAPKAPK5-AS1,12
MAPKAPK5,12
ENSG00000292259,12
RPS2P41,12
ADAM1A,12
ADAM1B,12
TMEM116,12
SLC25A3P2,12
ENSG00000257624,12
ERP29,12
ENSG00000274227,12
NAA25,12
MIR3657,12
ENSG00000258323,12
Y_RNA,12
TRAFD1,12
Y_RNA,12
HECTD4,12
MIR6861,12
ENSG00000257494,12
RN7SKP71,12
RPL7AP60,12
ENSG00000257658,12
RPL6,12
ENSG00000305485,12
ENSG00000305463,12
PTPN11,12
ENSG00000305447,12
ENSG00000304788,12
ENSG00000300851,12
RPH3A,12
MIR1302-1,12
ENSG00000306858,12
OAS1,12
ENSG00000257452,12
OAS3,12
OAS2,12
IMMP1LP2,12
RPS15AP32,12
DTX1,12
RASAL1,12
ENSG00000295497,12
ENSG00000303542,12
CFAP73,12
Y_RNA,12
DDX54,12
MIR7106,12
Y_RNA,12
RITA1,12
ENSG00000257286,12
IQCD,12
TPCN1,12
ENSG00000277566,12
MIR6762,12
SLC8B1,12
PLBD2,12
ENSG00000288863,12
SDS,12
SDSL,12
LHX5,12
LHX5-AS1,12
LINC01234,12
ENSG00000299319,12
ENSG00000299304,12
DYNLL1P4,12
ENSG00000305288,12
RBM19,12
ENSG00000287229,12
ENSG00000257359,12
ENSG00000302823,12
ENSG00000257997,12
HAUS8P1,12
GLULP5,12
LINC02459,12
TBX5,12
ENSG00000297256,12
TBX5-AS1,12
ENSG00000308772,12
ENSG00000289101,12
ENSG00000309613,12
ENSG00000306529,12
RN7SKP216,12
ENSG00000255830,12
OSTF1P1,12
ENSG00000258254,12
Y_RNA,12
TBX3,12
TBX3-AS1,12
ENSG00000309206,12
ENSG00000309228,12
ENSG00000309246,12
ENSG00000287982,12
ENSG00000252459,12
ENSG00000257517,12
ENSG00000307721,12
ENSG00000283459,12
ENSG00000295454,12
ENSG00000305744,12
ENSG00000274879,12
ENSG00000300044,12
ENSG00000300895,12
ENSG00000300925,12
ENSG00000257958,12
ENSG00000305627,12
ENSG00000294578,12
ENSG00000298928,12
ENSG00000300568,12
ENSG00000257519,12
ENSG00000271579,12
ENSG00000276972,12
ENSG00000276308,12
ENSG00000257726,12
ENSG00000303287,12
ENSG00000258108,12
ENSG00000257407,12
UBA52P7,12
RN7SL865P,12
ENSG00000257781,12
LINC02463,12
ENSG00000200112,12
ENSG00000286991,12
ENSG00000308306,12
ENSG00000258034,12
MED13L,12
RNU6-1188P,12
MIR620,12
SNRPGP18,12
ENSG00000258337,12
ENSG00000299468,12
ENSG00000308735,12
ENSG00000308750,12
ENSG00000308770,12
ENSG00000286354,12
ENSG00000258346,12
MIR4472-2,12
ENSG00000296503,12
LINC02457,12
ENSG00000296567,12
ENSG00000296587,12
ENSG00000296530,12
ENSG00000296551,12
LINC00173,12
MAP1LC3B2,12
ENSG00000310057,12
ENSG00000293904,12
ENSG00000275898,12
ENSG00000258249,12
ENSG00000295478,12
LINC03088,12
ENSG00000295460,12
SPRING1,12
RNFT2,12
ENSG00000239374,12
RNU6-558P,12
ENSG00000275467,12
ENSG00000290033,12
ENSG00000297991,12
HRK,12
ENSG00000297968,12
RPL36P15,12
FBXW8,12
ENSG00000274554,12
ENSG00000257279,12
ENSG00000277840,12
TESC,12
TESC-AS1,12
ENSG00000301158,12
FBXO21,12
NOS1,12
ELOCP32,12
ENSG00000255686,12
KSR2,12
ENSG00000302110,12
ENSG00000256071,12
RFC5,12
ENSG00000277873,12
WSB2,12
ENSG00000276292,12
ENSG00000274859,12
VSIG10,12
PEBP1,12
TAOK3,12
RPS2P5,12
ENSG00000293801,12
ENSG00000270482,12
SUDS3,12
ENSG00000306132,12
ENSG00000275759,12
ENSG00000275409,12
ENSG00000305413,12
LINC02460,12
ENSG00000294871,12
ENSG00000297838,12
RPL17P37,12
LINC02423,12
LINC02440,12
LINC02439,12
RNA5SP374,12
ENSG00000256149,12
ENSG00000300080,12
ENSG00000294918,12
ENSG00000201042,12
ENSG00000296521,12
ENSG00000296631,12
SRRM4,12
ENSG00000286233,12
RN7SL508P,12
ENSG00000257095,12
HSPB8,12
ENSG00000256884,12
HSPB8-AS1,12
ENSG00000213144,12
ENSG00000256311,12
ENSG00000310200,12
LINC00934,12
ENSG00000296652,12
CCDC60,12
PRKAB1-AS1,12
TMEM233,12
RN7SKP197,12
PRKAB1,12
CIT,12
ENSG00000255692,12
MIR1178,12
ENSG00000307806,12
RPL35AP30,12
BICDL1,12
Metazoa_SRP,12
ENSG00000255575,12
RAB35,12
RAB35-AS1,12
GCN1,12
MIR4498,12
RPLP0,12
PXN-AS1,12
PXN,12
ENSG00000286067,12
ENSG00000275936,12
RPS20P31,12
ENSG00000310566,12
NME2P1,12
RNU4-2,12
SIRT4,12
RNU4-1,12
ENSG00000298788,12
RNU6-1088P,12
ENSG00000298813,12
PLA2G1B,12
MSI1,12
ENSG00000293347,12
RPS27P25,12
ENSG00000256695,12
ENSG00000294244,12
COX6A1,12
ENSG00000111780,12
TRIAP1,12
GATC,12
RPL31P52,12
SRSF9,12
DYNLL1,12
NRAV,12
ENSG00000278344,12
COQ5,12
Y_RNA,12
RPL29P24,12
RNF10,12
ENSG00000288623,12
ENSG00000289401,12
POP5,12
RPL11P5,12
CABP1-DT,12
CABP1,12
ENSG00000299604,12
MLEC,12
ENSG00000256364,12
ENSG00000294027,12
ENSG00000276188,12
UNC119B,12
ENSG00000256569,12
MIR4700,12
ACADS,12
ENSG00000255946,12
SPPL3,12
ARF1P2,12
ENSG00000286493,12
CLIC1P1,12
RPL12P33,12
HNF1A-AS1,12
HNF1A,12
C12orf43,12
OASL,12
OASL2P,12
PPDPFP2,12
ENSG00000308947,12
ENSG00000308932,12
ENSG00000279001,12
SNORA70,12
ENSG00000223538,12
ENSG00000302061,12
P2RX7,12
ENSG00000295862,12
ENSG00000286248,12
ENSG00000274029,12
P2RX4,12
CAMKK2,12
ANAPC5,12
ENSG00000258435,12
RNF34,12
ENSG00000299283,12
KDM2B,12
MIR7107,12
KDM2B-DT,12
ENSG00000302371,12
RNU6-1004P,12
ORAI1,12
MORN3,12
ENSG00000286586,12
TMEM120B,12
RHOF,12
LINC01089,12
ENSG00000272849,12
ENSG00000274292,12
SETD1B,12
ENSG00000308024,12
HPD,12
TIALD,12
ENSG00000287493,12
PSMD9,12
ENSG00000256950,12
Metazoa_SRP,12
RNU7-170P,12
CFAP251,12
ENSG00000255856,12
BCL7A,12
LINC02985,12
MLXIP,12
LRRC43,12
IL31,12
B3GNT4,12
DIABLO,12
ENSG00000284934,12
ENSG00000256861,12
VPS33A,12
CLIP1,12
ENSG00000299221,12
RPL21P1,12
CLIP1-AS1,12
ENSG00000289831,12
ZCCHC8,12
ENSG00000252192,12
ENSG00000275265,12
RSRC2,12
KNTC1,12
ENSG00000255972,12
ENSG00000274191,12
ENSG00000256249,12
HCAR2,12
HCAR3,12
HCAR1,12
ENSG00000256044,12
DENR,12
Y_RNA,12
CCDC62,12
HIP1R,12
ENSG00000302017,12
VPS37B,12
ENSG00000256152,12
ENSG00000280138,12
ENSG00000301649,12
ABCB9,12
OGFOD2,12
ENSG00000256028,12
ARL6IP4,12
PITPNM2,12
MIR4304,12
ENSG00000303142,12
PITPNM2-AS1,12
ENSG00000280381,12
ENSG00000304246,12
MPHOSPH9,12
ENSG00000280120,12
MTRFR,12
CDK2AP1,12
ENSG00000269980,12
RNA5SP375,12
SBNO1,12
Y_RNA,12
SBNO1-AS1,12
MIR8072,12
KMT5A,12
RILPL2,12
ENSG00000296923,12
COPS5P2,12
SNRNP35,12
RILPL1,12
ENSG00000274427,12
ENSG00000278112,12
MIR3908,12
TMED2-DT,12
TMED2,12
ENSG00000303254,12
DDX55,12
SNORA9B,12
EIF2B1,12
GTF2H3,12
ENSG00000279953,12
ENSG00000278861,12
TCTN2,12
ENSG00000255839,12
ATP6V0A2,12
ENSG00000286092,12
RPL27P12,12
ENSG00000280300,12
DNAH10,12
CCDC92,12
DNAH10OS,12
ENSG00000270130,12
ENSG00000270048,12
ENSG00000269997,12
ENSG00000269938,12
ENSG00000270061,12
ENSG00000270095,12
ZNF664,12
ENSG00000274874,12
RFLNA,12
ENSG00000256827,12
ENSG00000275389,12
ENSG00000308548,12
ENSG00000308522,12
ENSG00000256596,12
ENSG00000308532,12
ENSG00000308501,12
NCOR2,12
MIR6880,12
ENSG00000255965,12
ENSG00000309806,12
ENSG00000309790,12
ENSG00000303311,12
ENSG00000214650,12
ENSG00000279527,12
ENSG00000279071,12
ENSG00000280354,12
ENSG00000279121,12
ENSG00000279334,12
ENSG00000293836,12
ENSG00000280097,12
ENSG00000299894,12
ENSG00000299911,12
ENSG00000278973,12
ENSG00000280444,12
ENSG00000299930,12
ENSG00000279087,12
ENSG00000300933,12
ENSG00000279931,12
ENSG00000297099,12
ENSG00000289940,12
ENSG00000302981,12
SCARB1,12
ENSG00000287242,12
ENSG00000294609,12
RNU6-927P,12
UBC,12
ENSG00000301546,12
MIR5188,12
ENSG00000293207,12
RPL22P19,12
ENSG00000301157,12
DHX37,12
BRI3BP,12
THRIL,12
ENSG00000299684,12
ENSG00000256093,12
AACS,12
ENSG00000279233,12
ENSG00000304132,12
ENSG00000256814,12
ENSG00000297098,12
ENSG00000287240,12
ENSG00000280117,12
ENSG00000301985,12
TMEM132B,12
ENSG00000295411,12
ENSG00000295034,12
ENSG00000279462,12
ENSG00000280125,12
ENSG00000286209,12
ENSG00000280415,12
ENSG00000308481,12
ENSG00000271184,12
LINC00939,12
LINC02826,12
ENSG00000306956,12
ENSG00000309089,12
LINC02359,12
ENSG00000280364,12
ENSG00000286386,12
ENSG00000280398,12
ENSG00000280272,12
LINC02350,12
LINC02825,12
ENSG00000301164,12
LINC02347,12
FAM32EP,12
ENSG00000301143,12
ENSG00000255853,12
NDUFA5P6,12
ENSG00000300751,12
LINC00944,12
ENSG00000255900,12
ENSG00000278866,12
ENSG00000279171,12
LINC02824,12
LINC00943,12
ENSG00000255923,12
LINC02372,12
ENSG00000256286,12
HSPE1P20,12
LINC02405,12
ENSG00000298518,12
ENSG00000298504,12
ENSG00000286791,12
ENSG00000287339,12
ENSG00000298489,12
LINC02376,12
ENSG00000295049,12
ENSG00000256496,12
RNU1-104P,12
LINC02375,12
ENSG00000256502,12
ENSG00000297514,12
ENSG00000297535,12
ENSG00000280024,12
ENSG00000301676,12
ENSG00000287365,12
ENSG00000286922,12
ENSG00000279952,12
ENSG00000287112,12
Y_RNA,12
LINC02411,12
ENSG00000297305,12
ENSG00000257035,12
ENSG00000297352,12
ENSG00000297329,12
ENSG00000301752,12
ENSG00000288523,12
ENSG00000301242,12
ENSG00000286662,12
ENSG00000308430,12
ENSG00000279475,12
LINC00508,12
ENSG00000255757,12
LINC02393,12
LINC00507,12
ENSG00000296768,12
LINC02441,12
ENSG00000287311,12
LINC02369,12
LINC02368,12
ENSG00000276487,12
ENSG00000265061,12
ENSG00000297923,12
TMEM132C,12
ENSG00000279180,12
MIR3612,12
ENSG00000257025,12
ENSG00000256630,12
ENSG00000294470,12
SLC15A4,12
ENSG00000279500,12
ENSG00000274695,12
ENSG00000295225,12
GLT1D1,12
ENSG00000301564,12
AK3P6,12
NLRP9P1,12
TMEM132D,12
TMEM132D-AS1,12
ENSG00000277217,12
TMEM132D-AS2,12
ENSG00000280051,12
ENSG00000307432,12
ENSG00000294987,12
ENSG00000256085,12
ENSG00000286246,12
ENSG00000256137,12
ENSG00000286394,12
ENSG00000280196,12
ENSG00000251536,12
ENSG00000309728,12
ENSG00000256298,12
ENSG00000303366,12
LINC02418,12
ENSG00000297620,12
LINC02419,12
ENSG00000308505,12
ENSG00000305439,12
ENSG00000279193,12
ENSG00000276122,12
FZD10-AS1,12
ENSG00000280405,12
FZD10,12
ENSG00000295277,12
ENSG00000242963,12
ENSG00000295299,12
ENSG00000259862,12
ENSG00000306222,12
PIWIL1,12
ENSG00000279343,12
ENSG00000279478,12
RIMBP2,12
ENSG00000256064,12
ENSG00000279905,12
ENSG00000279146,12
RIMBP2-AS1,12
ENSG00000294013,12
ENSG00000296703,12
ENSG00000279650,12
STX2,12
ENSG00000256250,12
ENSG00000256299,12
ENSG00000308130,12
ENSG00000308078,12
ENSG00000298335,12
RNU6-1077P,12
RAN,12
ENSG00000295116,12
Y_RNA,12
ADGRD1,12
ENSG00000279940,12
ENSG00000279976,12
ENSG00000280200,12
ENSG00000256204,12
ENSG00000279581,12
ENSG00000280002,12
ADGRD1-AS1,12
ENSG00000310290,12
ENSG00000279128,12
ENSG00000279993,12
ADGRD1-AS2,12
LINC01257,12
ENSG00000280217,12
ENSG00000309568,12
ENSG00000303262,12
ENSG00000303473,12
ENSG00000297901,12
RPS6P20,12
ENSG00000279746,12
LINC02415,12
RNA5SP376,12
LINC02370,12
ENSG00000287792,12
ENSG00000256484,12
ENSG00000308331,12
ENSG00000308352,12
ENSG00000295038,12
ENSG00000295819,12
ENSG00000308360,12
ENSG00000287136,12
ENSG00000280319,12
ENSG00000256209,12
ENSG00000279388,12
ENSG00000308441,12
ENSG00000306424,12
ENSG00000255704,12
ENSG00000279455,12
ENSG00000256258,12
LINC02414,12
ENSG00000287639,12
RNA5SP377,12
ENSG00000249926,12
RPS6P21,12
SFSWAP,12
ENSG00000309499,12
SFSWAP-AS1,12
RNA5SP378,12
ENSG00000295927,12
RNU6-1017P,12
ENSG00000295910,12
MMP17,12
ENSG00000256955,12
ENSG00000298829,12
ULK1,12
ENSG00000279283,12
PUS1-AS1,12
PUS1,12
ENSG00000273568,12
EP400,12
SNORA49,12
ENSG00000257000,12
ENSG00000274670,12
ENSG00000291171,12
ENSG00000279640,12
EP400P1,12
ENSG00000303333,12
ENSG00000256804,12
DDX51,12
NOC4L,12
ENSG00000276693,12
ENSG00000256312,12
LINC02361,12
GALNT9,12
ENSG00000279480,12
GALNT9-AS1,12
ENSG00000278872,12
ENSG00000277011,12
ENSG00000255916,12
ENSG00000279113,12
ENSG00000308434,12
ENSG00000308457,12
ENSG00000286008,12
ENSG00000279704,12
ENSG00000279023,12
ENSG00000280150,12
ENSG00000299616,12
ENSG00000274373,12
ENSG00000300036,12
ENSG00000294670,12
ENSG00000299529,12
ENSG00000309954,12
ENSG00000256783,12
ENSG00000256875,12
ENSG00000301972,12
FBRSL1,12
ENSG00000296352,12
ENSG00000280287,12
ENSG00000279700,12
MIR6763,12
ENSG00000277186,12
ENSG00000296392,12
ENSG00000296413,12
LRCOL1,12
P2RX2,12
ENSG00000280311,12
POLE,12
PXMP2,12
ENSG00000256632,12
ENSG00000303936,12
PGAM5,12
RNA5SP379,12
ANKLE2,12
ENSG00000256108,12
ENSG00000294498,12
GOLGA3,12
CHFR,12
RPS11P5,12
RNU6-327P,12
ENSG00000278949,12
CHFR-DT,12
ENSG00000255703,12
ENSG00000250790,12
ZNF605,12
ENSG00000289516,12
NANOGNBP2,12
ZNF26,12
RNU4ATAC12P,12
ZNF84-DT,12
PTP4A1P2,12
ZNF84,12
ENSG00000279466,12
ENSG00000279817,12
ZNF140,12
ZNF891,12
ENSG00000271963,12
RPL23AP67,12
ZNF10,12
ENSG00000256825,12
ZNF268,12
ENSG00000255919,12
ANHX,12
RNU6-717P,12
Y_RNA,12
ENSG00000299274,13
ENSG00000299286,13
ENSG00000279924,13
FAM230C,13
ENSG00000303053,13
ENSG00000279081,13
ENSG00000303076,13
ENSG00000284679,13
ENSG00000296204,13
GGT4P,13
ENSG00000296218,13
IGSF3P1,13
KMT5AP1,13
ENSG00000308406,13
ENSG00000279231,13
ENSG00000290438,13
ENSG00000268486,13
U6,13
ZNF962P,13
BNIP3P7,13
LINC00349,13
LONRF2P2,13
LINC00388,13
FEM1AP4,13
LINC00387,13
TERF1P5,13
FAM207BP,13
ENSG00000301850,13
GXYLT1P1,13
CNN2P12,13
ZNF965P,13
ENSG00000294216,13
CYP4F34P,13
SNX18P26,13
ENSG00000302204,13
LINC00328-2P,13
ANKRD20A9P,13
ENSG00000309670,13
RHOT1P3,13
ENSG00000295710,13
RNU6-55P,13
RNU6-76P,13
SNX19P2,13
LINC00408,13
ENSG00000231358,13
PHF2P2,13
ENSG00000291256,13
ENSG00000290620,13
LINC00442,13
USP24P1,13
GTF2IP3,13
ENSG00000226619,13
ENSG00000287861,13
RNA5SP24,13
ENSG00000304691,13
CENPIP1,13
ENSG00000234894,13
SMPD4P2,13
ENSG00000278337,13
TUBA3C,13
ENSG00000290437,13
ENSG00000121388,13
ENSG00000298094,13
PSPC1P1,13
ENSG00000309794,13
ANKRD26P3,13
ANKRD26P3,13
MRPL3P1,13
LINC00421,13
PARP4P2,13
CCNQP3,13
ENSG00000229791,13
SLC25A15P2,13
TPTE2,13
CYCSP32,13
MRPS31P2,13
ESRRAP1,13
TPTE2-AS1,13
GOLM2P1,13
ENSG00000295196,13
MPHOSPH8,13
PSPC1-AS2,13
PSPC1,13
RN7SL166P,13
ST6GALNAC4P1,13
ZMYM5,13
ENSG00000223576,13
ENSG00000275964,13
ENSG00000307494,13
ENSG00000289235,13
ZMYM2,13
KRR1P1,13
ENSG00000279951,13
LINC01072,13
ENSG00000309684,13
ENSG00000303261,13
ENSG00000299362,13
GJA3,13
ENSG00000299377,13
ENSG00000296095,13
PPIAP28,13
LINC00556,13
GJB2,13
ENSG00000279065,13
GJB6,13
ENSG00000305545,13
ENSG00000310334,13
ENSG00000296234,13
ENSG00000296216,13
CRYL1,13
MIR4499,13
ENSG00000277020,13
IFT88,13
SLC35E1P1,13
RNU2-7P,13
ENSG00000278291,13
IL17D,13
ENSG00000279135,13
EEF1AKMT1,13
ENSG00000306703,13
RANP8,13
ENSG00000275485,13
XPO4,13
CNOT4P1,13
LINC00367,13
HNRNPA1P30,13
PPIAP27,13
RPSAP54,13
LATS2,13
LATS2-AS1,13
RNU4-9P,13
ENSG00000302557,13
ENSG00000302571,13
ENSG00000302583,13
RPS12P23,13
IPPKP1,13
ENSG00000275689,13
ENSG00000302602,13
SNORD27,13
SAP18,13
SKA3,13
MRPL57,13
ENSG00000271250,13
LINC01046,13
ENSG00000293265,13
ESRRAP2,13
ENSG00000290911,13
ENSG00000289133,13
ENSG00000291046,13
MIPEPP3,13
LINC00539,13
GRK6P1,13
ZDHHC20,13
ENSG00000289814,13
GAPDHP52,13
RNA5SP25,13
ZDHHC20-IT1,13
H2BP6,13
MICU2,13
FNTAP2,13
RNU6-59P,13
ENSG00000298233,13
RPS7P10,13
ENSG00000289860,13
FGF9,13
ENSG00000303388,13
RN7SL766P,13
ENSG00000302249,13
ENSG00000307453,13
LINC00424,13
ENSG00000305062,13
LINC00540,13
NME1P1,13
MTND3P1,13
ENSG00000301214,13
ENSG00000301227,13
ENSG00000287357,13
ENSG00000306102,13
FTH1P7,13
DDX39AP1,13
ENSG00000300744,13
SNORD36,13
RPL7AP73,13
IPMKP1,13
RFESDP1,13
LINC00621,13
ENSG00000262198,13
BASP1P1,13
ENSG00000297033,13
NUS1P2,13
ENSG00000308260,13
ENSG00000289217,13
ENSG00000283075,13
ENSG00000300142,13
ENSG00000308690,13
ENSG00000301895,13
ENSG00000296879,13
ENSG00000296896,13
ENSG00000289861,13
ENSG00000296930,13
HMGA1P6,13
RNY3P4,13
LINC00362,13
SGCG,13
RNU6-58P,13
TATDN2P3,13
SDAD1P4,13
SACS,13
RPLP1P13,13
SACS-AS1,13
LINC00327,13
ENSG00000297025,13
ENSG00000302428,13
LINC00352,13
ENSG00000298148,13
ENSG00000289688,13
TNFRSF19,13
ENSG00000294915,13
ENSG00000309374,13
ENSG00000296304,13
ENSG00000289332,13
MIPEP,13
MTCO3P2,13
PCOTH,13
C1QTNF9B,13
ENSG00000290660,13
ANKRD20A19P,13
ENSG00000287530,13
ENSG00000273167,13
SPATA13,13
SPATA13,13
IPO7P2,13
ENSG00000300115,13
MIR2276,13
ENSG00000294408,13
SPATA13-AS1,13
C1QTNF9,13
C1QTNF9-AS1,13
ENSG00000277040,13
NUS1P3,13
LINC00566,13
ENSG00000304432,13
ENSG00000304284,13
CYCSP33,13
TPTE2P6,13
PARP4,13
ENSG00000288103,13
ENSG00000287376,13
ENSG00000243008,13
PSPC1P2,13
ENSG00000297942,13
ENSG00000285228,13
ENSG00000305302,13
ENSG00000305320,13
ENSG00000303666,13
ATP12A,13
ENSG00000285806,13
RNY1P7,13
RPL26P34,13
IRX1P1,13
ENSG00000287887,13
ANKRD20A10P,13
ENSG00000308138,13
RNF17,13
CPAP,13
ENSG00000299646,13
ENSG00000291041,13
ENSG00000273628,13
SLC25A15P3,13
TPTE2P1,13
RPL34P27,13
LSP1P1,13
ENSG00000276958,13
ENSG00000299308,13
ENSG00000305468,13
PABPC3,13
ENSG00000289006,13
ENSG00000279695,13
AMER2,13
LINC01053,13
LINC00463,13
ENSG00000279550,13
LINC01076,13
RPL23AP69,13
ENSG00000304499,13
MTMR6,13
ENSG00000260509,13
NUP58,13
ELOBP1,13
ATP8A2,13
ENSG00000297084,13
RNU6-78P,13
ENSG00000180803,13
RN7SL741P,13
RNY1P3,13
ENSG00000289125,13
SHISA2,13
LINC00415,13
ATP8A2P3,13
PRUNE1P1,13
RNF6,13
ENSG00000277368,13
ENSG00000271559,13
ENSG00000299936,13
THAP12P6,13
CDK8,13
ENSG00000278413,13
ENSG00000295823,13
ENSG00000285929,13
ENSG00000309044,13
WASF3,13
RPS3AP44,13
WASF3-AS1,13
ENSG00000285935,13
ENSG00000310371,13
GPR12,13
ENSG00000299861,13
ENSG00000299877,13
ENSG00000297493,13
ENSG00000306970,13
FGFR1OP2P1,13
ENSG00000310040,13
ENSG00000283579,13
RPS21P8,13
ENSG00000305665,13
RPS20P32,13
ENSG00000307690,13
ENSG00000309395,13
USP12,13
ENSG00000278496,13
USP12-AS1,13
LINC00412,13
ENSG00000309412,13
RPL21,13
SNORD102,13
SNORA27,13
RASL11A,13
RNU6-70P,13
ENSG00000303231,13
LINC01079,13
ENSG00000308397,13
RNY1P1,13
GTF3A,13
MTIF3,13
ENSG00000304670,13
ENSG00000289827,13
ENSG00000304712,13
