HGNC symbol	Chromosome/scaffold name
EVI2A	17
RPS26	12
RNU6-680P	5
SLC25A5P9	5
AK4P1	17
RAB11FIP4	17
BIN2P2	5
PEX2	8
SAP18P1	5
SV2C	5
NFKB1	4
GIPC3	19
AJUBA	14
CABP2	11
B4GALT3	1
PA2G4	12
CCDC124	19
PXDNL	8
MAPK8IP3	16
GSTP1	11
TEKTIP1	19
GNPNAT1	14
RNA5SP149	3
RALBP1P1	3
FKBP8	19
NDUFB5	3
PDCL3P1	8
IGLV8OR8-1	8
RPL3P9	8
RNA5SP186	5
RAP1BL	5
PDCD5P2	5
RN7SL79P	17
RN7SL45P	17
MIR4724	17
MIR193A	17
RNU6ATAC7P	17
ZFHX4	8
IQGAP2	5
MIR4725	17
MIR365B	17
FN1	2
TBC1D3L	17
FERMT2	14
ADAMTS4	1
NDUFV1	11
FCER1G	1
RPL41	12
MFSD11	17
RNU6-1328P	7
CASD1	7
CCN6	6
ESYT1	12
TOMM40L	1
MRPL9P1	8
CLVS1	8
RNU4-64P	4
DCK	4
HMGB1P51	15
EID1	15
ARMC1	8
TMEM248	7
ADAMTSL3	15
MIR5187	1
PRL	6
RN7SL43P	7
MIR4650-1	7
JAZF1	7
LDHAL6EP	4
GC	4
USP13	3
POU5F1	6
RNU6-979P	7
PPIAP80	7
KXD1	19
SBDS	7
ZC3H10	12
DDHD1	14
MYL6	12
LINC02080	17
MGAT5B	17
CRISPLD2	16
NUDT8	11
SPDYE2	7
XKR9	8
ACY3	11
SPDYE12	7
HDC	15
SNX10	7
RPL37P2	11
OR7E145P	11
OR7E11P	11
EVA1CP4	11
NR1I3	1
RNA5SP163	4
CXXC4	4
SLC22A6	11
ANKRD37	4
KXD1-AS1	19
RNU6-1264P	17
BTF3P14	17
PAG1	8
MIR4315-1	17
RDM1P1	17
ZDHHC7	16
MAPK8IP1P2	17
UBA52	19
CHCT1	17
UFSP2	4
VENTXP6	8
APPBP2	17
COX6CP8	8
THRAP3P2	15
RPL7L1P15	15
LINC02157	15
AEN	15
GMFB	14
SULF1	8
COX6CP16	16
LINC00311	16
MIR5093	16
KIAA0513	16
PGAM1P12	15
TUBAP4	15
STARD3NL	7
RPSAP66	17
RNU6-623P	17
RN7SL606P	17
ADAM10	15
RPL36AP46	17
KRT18P61	17
HMGN1P28	17
RN7SL448P	17
RPLP1P11	17
RPL22P21	17
RNU6-314P	17
RNU6-862P	17
RN7SL442P	17
PIGL	17
CFAP96	4
SLC22A8	11
MAPK1IP1L	14
MME	3
S100Z	5
MIR4506	14
DDX24	14
CDR2	16
RNU6ATAC36P	5
CRHBP	5
CCDC110	4
SH3GL3	15
LINC02890	16
ERI2	16
TRGC2	7
MIR1288	17
CENPV	17
SMARCC2	12
TRGJ2	7
TRGJP2	7
TRGJ1	7
TRGJP	7
TRGJP1	7
TRGV9	7
TRGVA	7
TRGV8	7
TRGV7	7
CRLF1	19
TRGV6	7
TRGV5P	7
TRGV5	7
TRGV4	7
AGGF1	5
TRGV3	7
TRGV2	7
PTTG1P2	11
TUBAP7	11
TRGV1	7
RPL29P22	11
TRGC1	7
TMEM121	14
UBB	17
SLC22A9	11
ITPRID1	7
MAX	14
MRPL46	15
REX1BD	19
TRPV2	17
SORBS2-AS1	4
KRT8P24	15
TUBAP12	15
TRIM5	11
ZBED3	5
MIR1973	4
TRMT112P1	4
CUL4AP1	4
PCDH7	4
SNORA47	5
IGF1R	15
HMGB1P35	5
TMEM59L	19
PDE8B	5
DCUN1D3	16
TLR3	4
LYRM1	16
XRCC2	7
RN7SL845P	7
RPL21P45	4
USP6NL-AS1	10
PGM2	4
ECHDC3	10
RNU6-1091P	7
SNORD49B	17
SNORD49A	17
SNORD65	17
DDC	7
KRTAP2-1	17
KRTAP4-8	17
KRTAP1-4	17
KLHL10	17
LMF1-AS1	16
PROSER2	10
KLHL11	17
PRMT7	16
RN7SL155P	19
ZNF69	19
UPF2	10
ACLY	17
ZNF700	19
RNU2-14P	14
RPL21P7	14
RPL36AP2	14
RPPH1-2P	14
ZNF763	19
MYH6	14
PSME2P4	4
MRPS33P2	4
PTTG2	4
TEC	4
ZNF433-AS1	19
MINDY2	15
RNA5SP464	19
RNA5SP465	19
RNA5SP466	19
ZNF20	19
ARFIP2	11
RAD51B	14
RNU6-1095P	10
DHTKD1	10
RSL24D1P8	19
RNA5SP467	19
ZNF625-ZNF20	19
HTD2	3
ZNF625	19
STIM2	4
RPS16P9	19
KLC3	19
NR2F2	15
LINC02051	3
CRYGS	3
FAM78A	9
ABCC11	16
RNU6-88P	10
SEC61A2	10
TBCCD1	3
ABL1	9
CEP152	15
TIMM10B	11
RNF41	12
TUNAR	14
PET100P1	3
AHSG	3
RNASE9	14
RN7SL328P	9
EIF4A1P3	9
TNFSF8	9
PPP1R13L	19
TNC	9
FETUB	3
TPP1	11
RPL13AP3	14
NDUFB4P11	14
RAP2CP1	14
MED15P6	14
BNIP3P1	14
DUXAP9	14
ODAD4	17
ADAM21P1	14
SERTAD4BP	14
TEX21P	14
IFITM8P	8
DDC-AS1	7
SRP54-AS1	14
IFI27	14
IKZF1	7
MIR548AK	10
NUDT5	10
CNP	17
C8orf34	8
NABP2	12
MTSS2	16
POLR1G	19
DNAJC7	17
EXOC5	14
HRG	3
ERCC2	19
ZSCAN32	16
ALDH7A1P1	5
FAM81A	15
SLC39A5	12
WDR41	5
CDC123	10
HRGP1	3
DNAJC19P4	3
CNTN4-AS1	3
CA3	8
REXO1L5P	8
RLIG1P3	8
IL5RA	3
DPPA3P9	8
TBC1D1	4
HNF4G	8
NSA2P4	15
TFDP1P3	15
NMNAT1P5	15
MIR5701-3	15
RNU6-631P	15
RN7SL106P	15
RNA5SP390	15
FOXG1	14
MIR4715	15
MIR3118-4	15
MIR4509-1	15
MYH7	14
MIR4510	15
MIR3942	15
RNU6-1014P	15
RN7SKP101	15
RNU1-119P	15
RN7SKP139	15
RNA5SP394	15
ANKRD52	12
RN7SL577P	15
MIR4716	15
RN7SL307P	15
RNU6-94P	15
MIR4712	15
RN7SL494P	15
RNU2-53P	15
RN7SL568P	15
RN7SKP95	15
SNORD3P1	15
RNA5SP397	15
MIR2116	15
APOBR	16
RNU4-80P	15
RNU6-212P	15
RNU5B-1	15
RNU6-1	15
RNU6-745P	15
BPNT2	8
MIR629	15
RN7SL429P	15
MIR6882	15
RNU6-19P	15
RNU6-380P	15
MIR4513	15
MIR5572	15
RNU6-401P	15
RNU6-1339P	15
MIR3713	15
RN7SKP217	15
MIR1179	15
RNU6-185P	15
MIR7-2	15
TBX6	16
MIR3529	15
MIR1469	15
RN7SKP254	15
RNU2-3P	15
ZNF592	15
REXO1L11P	8
RPL13AP18	8
RN7SL198P	10
HIGD1AP18	8
NPM1P6	8
RSU1	10
TRBV14	7
TRBV15	7
TRBV16	7
TRBV17	7
TRBV18	7
TRBV19	7
TRBV20-1	7
COQ10A	12
TRBV21-1	7
TRBV22-1	7
TRBV23-1	7
TRBV24-1	7
TRBV25-1	7
TRBVA	7
TRBV26	7
TRBVB	7
TRBV27	7
SNORD116-29	15
TRBV28	7
SNORD116-30	15
SNX20	16
PWAR1	15
PGBD4P1	7
TRBV29-1	7
DMAC1P1	15
SNORD115-1	15
SNORD115-2	15
CARD11	7
SNORD115-3	15
SNORD115-4	15
SNORD115-5	15
SNORD115-6	15
SNORD115-7	15
SNORD115-8	15
SNORD115-9	15
SNORD115-10	15
SNORD115-11	15
SNORD115-12	15
SNORD115-13	15
SNORD115-14	15
SNORD115-15	15
SNORD115-16	15
SNORD115-17	15
SNORD115-18	15
SNORD115-19	15
STAU2	8
SNORD115-20	15
TYW1B	7
SNORD115-21	15
SNORD115-22	15
SNORD115-23	15
SNORD115-24	15
SNORD115-25	15
SNORD115-26	15
SNORD115-27	15
SNORD115-28	15
SNORD115-29	15
SNORD115-30	15
SNORD115-31	15
SNORD115-32	15
SNORD115-33	15
SNORD115-34	15
SNORD115-35	15
SNORD115-36	15
SNORD115-37	15
SNORD115-38	15
SNORD115-39	15
SNORD115-40	15
SNORD115-41	15
SNORD115-42	15
SNORD115-43	15
SNORD115-44	15
SNORD115-45	15
SNORD115-46	15
SNORD115-47	15
SNORD115-48	15
SNORD109B	15
ATP6V0D1	16
CXCL12	10
RNU6-90P	15
CS	12
LEO1	15
WBP1LP2	7
BANF1P5	7
SLC26A4	7
C10orf53	10
RUFY2	10
TMOD3	15
CKMT1B	15
CBLL1	7
BMS1P10	9
ATP8B5P	9
STRC	15
DNA2	10
HPR	16
AP4S1	14
LINC00475	9
PRSS47P	9
SLC26A3	7
FAM120A2P	9
ZNF658B	9
FAM95B1	9
RPS2P24	5
RPL7P23	5
CTSL3P	9
OTP	5
OR13C1P	9
CFAP263	16
SPATA31F2P	9
TBCA	5
CELP	9
NUP54	4
MFSD14CP	9
LRRC37A5P	9
ZNF649	19
CDRT15P6	9
FBP2P1	9
NPAP1P9	9
PAEPP1	9
SNX18P3	9
ANKRD20A2P	9
SMOC2	6
SMG1	16
ZNF613	19
OR10A4	11
CYP4F59P	9
DCUN1D4	4
ACTBP2	5
ANKRD20A3P	9
SPINK5	5
FADS2	11
ANKRD20A4P	9
RHOA	3
ZNF350	19
RHAG	6
ANKRD20A7P	9
RPL26P29	10
RNA5SP319	10
SLC25A16	10
ANKRD19P	9
SH2B2	7
ATL1	14
CNTNAP3P7	9
SPATA31D5P	9
RPL26P27	10
TMEM14DP	10
TET1	10
FGF7P3	9
OR1M1	19
POLD2	7
CLCN3P1	9
OR7G1	19
OR7G15P	19
OR7G3	19
ZNF317	19
REXO6P	9
COX20P1	10
RPS3AP37	10
ANGEL1	14
SNORD98	10
CYSRT1	9
ACAD9	3
SAR1A	10
DNM1	9
AKT1	14
RNU6-554P	15
RNU6-610P	15
PDIA3P2	15
OR7D2	19
ELOCP29	19
CKMT1A	15
OR7E16P	19
OR7D4	19
PCP4L1	1
CHST3	10
CNPY3	6
CIC	19
CFAP126	1
KLHDC3	6
SPOCK2	10
OR9G1	11
RRM2P2	1
OR4D10	11
RNU6-481P	1
NCR3LG1	11
RN7SL261P	1
NKIRAS2	17
GJA5	1
SDHCP4	11
GJA8	1
ZBTB16	11
GPR89B	1
ASCC1	10
RNU6-353P	15
RNU6-354P	15
ELL3	15
RPL29P21	11
EZR	6
CNPY2	12
LRGUK	7
USH1C	11
ESR1	6
DHX58	17
MIR1282	15
MFAP1	15
SLC35B4	7
IL23A	12
DUTP7	4
RNU7-40P	12
APOF	12
SLC24A1	15
LRRC66	4
APONP	12
SLCO1B1	12
MIR148A	7
ZNF786	7
SGCB	4
KAT2A	17
ZNF425	7
SMIM33	5
STING1	5
SPATA18	4
RN7SL521P	7
PDIA4	7
RPL31P40	8
REXO1L8P	8
HNRNPA1P4	8
SLC2A13P1	8
IAPP	12
ACTBP6	8
GEM	8
PYROXD1	12
PLEKHF1	19
PLAGL1	6
OR7A17	19
OR7A18P	19
PTN	7
DMPK	19
RNU1-129P	1
NSUN7	4
RNVU1-7	1
ABHD17AP1	1
RNU6-1211P	1
RNU6-809P	1
MMP16	8
PIK3CG	7
HSPB9	17
PITX3	10
PPM1D	17
LDHAP5	10
NANOS1	10
ELOCP31	12
CEP170B	14
EIF3A	10
RECQL	12
HP	16
DENND4A	15
ARL4AP2	4
NCOA4P4	5
H3P25	5
RNA5SP160	4
RNU6-836P	4
RNU6-1195P	4
UCHL1-DT	4
CXXC5	5
UCHL1	4
MFN2	1
TPM3P3	8
PSKH2	8
AIMP2	7
TEX2	17
SIN3B	19
JMJD4P1	3
GP9	3
PRDM14	8
RAB43	3
RNASE11	14
OTOG	11
MED20	6
GOLT1B	12
UBE2D2	5
FABP5	8
OR4Q3	14
RIN3	14
SNORA80D	7
ANKRD61	7
NHSL1	6
CFTR	7
SNORA19	10
DENND10	10
ISY1-RAB43	3
RPS15AP25	8
HAUS1P3	8
PDP1	8
SPX	12
JCHAINP1	8
MRPS27	5
ISY1	3
C6orf141	6
DOCK11P1	14
TRPA1	8
RRAGAP1	14
C14orf28	14
OLFML1	11
YARS2	12
H2AC13	6
H2BC8	6
H2BC13	6
H2BC15	6
H2BC7	6
H2BC9	6
H3C8	6
H4C5	6
TAAR5	6
SNORD13E	15
H2BC5	6
MIR4511	15
KLHL28	14
RPL35AP27	12
RAB11A	15
MIR4701	12
MYCT1	6
CACNB3	12
USP49	6
TOGARAM1	14
ZNF165	6
SFXN4	10
PPFIBP2	11
HNRNPA1P44	15
LY6G6D	6
RNU6-18P	15
KRT17	17
DNM1P31	15
RN7SL185P	15
CUL7	6
GOLGA8O	15
GP1BA	17
TRAF4	17
SDHDP4	3
CXCR6	3
F2RL3	19
NRBF2P2	3
RNU6-488P	3
CPAMD8	19
RN7SL539P	15
CDH17	8
GOLGA6L23P	15
NOVA1	14
PROS1	3
RN7SL214P	15
CIB2	15
ADGRF4	6
PRDX3	10
RPL12P20	4
MIR3138	4
RN7SL7P	7
RNA5SP155	4
SAMD9	7
RAF1P1	4
HEPACAM2	7
CSHL1	17
WDR1	4
ZSCAN16	6
ZKSCAN8P1	6
NOVA1-DT	14
RN7SL835P	19
RN7SL823P	19
ZNF603P	6
ZKSCAN8P2	6
TOB2P1	6
ZSCAN9	6
LINC02294	14
HAUS8	19
GRK5	10
MIR4307HG	14
RND1	12
IDH3A	15
ABCA8	17
SOD1P2	16
MIR4307	14
MIR3171HG	14
ADCY6	12
LINC02326	14
SALL1	16
GRK5-IT1	10
ZKSCAN4	6
RN7SL749P	10
MIR4681	10
PANK1	10
SAMD9L	7
SEPTIN1	16
NKAPL	6
VN1R11P	6
RNU2-62P	6
H2AC12	6
MIR3143	6
RPL10P2	6
MPHOSPH9	12
PRSS16	6
DTD2	14
GPR33	14
RNU6-602P	14
RNU6-455P	14
NKX2-1-AS1	14
H4P1	7
REXO1L4P	8
ZNF487	10
MTDH	8
MIR29A	7
MIR29B1	7
RNU6-1010P	7
EIF4BP1	14
SEMA3E	7
YWHAZP1	14
LRRC37A6P	10
PIPSL	10
FSCB	14
ZNF37BP	10
PHACTR2P1	10
BEND3P1	10
MBL1P	10
GUCY2GP	10
RNU6-297P	14
RPL18P1	14
WDR20	14
TMCO2	1
PSMA2P2	8
PSMC2P2	8
FRMPD2B	10
MRFAP1L2	4
IL34	16
POP1	8
DMBT1	10
ZMPSTE24	1
PCGF3	4
ATP5F1D	19
NECAB2	16
TLCD3B	16
RNU6-511P	3
HMGN1P7	3
RAD23BP2	7
RSPH10B2	7
STX19	3
DHFR2	3
ZNF839	14
NSUN3	3
RPL5P3	15
HMGB1P6	15
COL9A2	1
CSPG4P11	15
RN7SL331P	15
UBE2Q2P8	15
RN7SL417P	15
CSPG4P5	15
UBE2Q2P11	15
WDR76	15
MBTPS1	16
RBBP4P2	3
CDK2AP1	12
STAU2-AS1	8
SCN1B	19
ARL13B	3
ERICH5	8
TRIM60P15	8
IRF5P1	8
CDCA7P1	6
RPS23P1	8
POM121L2	6
MRPS28	8
VN1R10P	6
ZNF391	6
MCFD2P1	6
ZNF184	6
CINP	14
DCAF4L2	8
HNRNPA1P1	6
CD83P1	6
RNU6-471P	6
FAM81B	5
PIN4P1	15
TAF8	6
PDGFA	7
SLCO5A1	8
BUB1B	15
RNA5SP375	12
SBNO1	12
CSN3	4
CYB5R2	11
TECPR2	14
RTRAFP2	5
OCM2	7
RNU6-308P	5
ARSK	5
PPIAP49	16
SLC16A6	17
SHISA7	19
FAM90A26	4
PSMD7	16
CCDC201	7
AUTS2	7
GK3	4
PNMA8C	19
FXYD3	19
RHOH	4
ARHGAP44	17
GPR150	5
RPL6P23	8
OTULINL	5
ZNF706	8
MIR8072	12
MTRFR	12
RPL21P20	1
RPL21P118	16
PCHILR	16
CLEC18B	16
ZFP69B	1
DHX37	12
DBIP2	5
LINC01337	5
DDX4	5
POTEB	15
LINC03059	14
OR2S1P	9
RNF38	9
RPL3P3	14
RNU6-237P	16
PPP1R13B	14
NPIPB15	16
CASP3	4
ABCC12	16
MTFR1L	1
YWHAZ	8
RNY3P15	6
TAF11	6
BRI3BP	12
OR5P4P	11
OR5P1P	11
BUD13	11
SEMA6D	15
SMIM8	6
THRIL	12
AACS	12
RPL35AP8	3
VIPR1	3
C6orf163	6
TMEM231	16
BUD13-DT	11
ZPR1	11
CFAP206	6
EGFR	7
ATP5MJ	14
FREM3	4
TDRD9	14
ELOB	16
ST13P16	6
PITPNA	17
SLC35A1	6
GYPE	4
PODNL1	19
CLTA	9
GYPA	4
AUNIP	1
PAQR7	1
RNU6-898P	16
SNRPFP2	1
MIR3917	1
HAS3	16
RNU6-369P	1
MIR5584	1
RNA5SP183	5
HNRNPH1P3	5
LLPH	12
RNU6-444P	6
TMEM53	1
C19orf85	19
IL6ST	5
SHC2	19
RARS2	6
LLPH-DT	12
IRAK3	12
CHTF8	16
COL5A1	9
ARMH1	1
RNU6-684P	14
IGHA1	14
THSD8	19
CEP95	17
MEX3D	19
IGHEP1	14
FAM30A	14
CERS1	19
RBMS1P1	12
MIR6502	12
PDCL3P7	12
RNU6-22P	16
RN7SKP166	12
DERPC	16
HELB	12
MSRB1	16
APOA5	11
LINC02289	14
VIPR1-AS1	3
CIPC	14
APOA4	11
RPL3L	16
APOC3	11
CGB8	19
OSBPL9P5	12
OSBPL9P4	12
RAB11AP2	12
SEZ6	17
LGALS7	19
SHPRH	6
SLC11A2	12
SEC22C	3
RNU5F-1	1
RNU5D-1	1
TMEM63C	14
NDUFB10	16
ZNF415	19
APOA1	11
WRN	8
KIF2C	1
RPS2	16
RNU7-51P	14
LINC01148	14
LINC02296	14
LINC02330	14
KCNA7	19
GALC	14
SIK3	11
CYP4F11	19
SPAG9	17
RPL30	8
SS18L2	3
RN7SL567P	3
LMTK3	19
KLHL40	3
RAET1E	6
SLC7A13	8
KRT18P51	4
HHIP	4
HHATL	3
IRF5	7
CA13	8
ESDP1	6
CAP2	6
CGB3	19
RPS4XP10	8
ZNF266	19
MYL12AP1	8
FSBP	8
COL5A1-AS1	9
REXO1L12P	8
MIR3689C	9
MIR3689A	9
MIR3689D1	9
MIR3689B	9
MIR3689D2	9
MIR3689E	9
AKAP13	15
MIR3689F	9
NIPAL2	8
FCN2	9
ANAPC10	4
RPS8	1
SNORA10	16
SNORA64	16
SNORA78	16
AGXT2	5
RNF151	16
FCN1	9
TBL3	16
SNORD55	1
SNORD46	1
SNORD38A	1
SHLD2P2	14
SNORD38B	1
RPS15AP11	1
SYNE3	14
CARM1P1	9
RNU5E-6P	1
EIF2B3	1
RPS29P2	8
SLC1A6	19
CA2	8
TLE4	9
HHATL-AS1	3
CCDC13	3
SPADH	10
DUSP13B	10
HSPA8P11	8
SCARNA13	14
GLRX5	14
TMEM69P1	8
RNA5SP47	1
CCNB1IP1P1	1
PPIAP35	1
MRPS17P1	1
RIDA	8
RNY4P6	11
CCDC13-AS1	3
NUDCD3	7
RPS27P19	11
OR56A3	11
HECTD3	1
RDH16	12
OR51M1	11
DUSP13A	10
TCL6	14
HIGD1A	3
DNAJC14	12
OR51I2	11
BSCL2	11
MYO9B	19
DNAJC21	5
CLIP1	12
RPL32P18	7
TRIM60P16	7
CICP28	7
POLR2K	8
SEPTIN7P5	7
PHKG1P2	7
SLC29A4P2	7
RPL7P26	6
C10orf120	10
MIR4283-2	7
FAM8A1	6
CICP24	7
GABPAP	7
ACKR2	3
NMD3P1	7
DMBT1L1	10
SLC25A1P3	7
VN1R34P	7
ARAFP1	7
RNU6-190P	6
VN1R35P	7
VN1R36P	7
REXO1L10P	8
PHACTR1	6
CDK13	7
WWP1	8
CUZD1	10
CYP8B1	3
UROD	1
HNRNPA1P22	3
ZBTB47	3
NOXO1	16
TCL1B	14
HSPD1P5	4
RN7SKP235	4
ABCE1	4
RPL22P12	2
EGILA	14
FAM24B	10
LINC03058	14
IQCF1	3
ARHGAP42P5	14
LINC02297	14
SSBP3P4	14
IQCF2	3
RPL22P20	14
BUB1	2
NF1P10	14
C10orf88B	10
FAM24A	10
RN7SL504P	3
IQCF5-AS1	3
C10orf88	10
IQCF5	3
DUXAP10	14
PARP3	3
OR52K2	11
MDFI	6
FOS	14
OR52K1	11
OR52M2P	11
CCDC87	11
CCS	11
PSTK	10
ZNF474	5
MPP2	17
DPPA5P4	14
JDP2	14
ZNF475	5
IKZF5	10
MIR885	3
EI24P3	3
TRIQK	8
MACIR	5
ZKSCAN7	3
COL11A2	6
ENO4	10
SYNGR3	16
ACTN1	14
PPIP5K2	5
RNA5SP315	10
ACTA2	10
RNU4-39P	11
RBM14	11
KMT2E	7
ZSCAN5A	19
RN7SL219P	16
NHERF2	16
RBM14-RBM4	11
OSTCP5	1
NOL9	1
PPP1R14D	15
RBM4	11
SNX33	15
CATSPER2	15
KCTD15	19
TAS1R1	1
OTUD4	4
RBM4B	11
ZNF660	3
ZBTB48	1
ZNF197	3
BMPR1A	10
RN7SL12P	11
C1QBPP2	11
FTLP6	11
RNU6-874P	11
ZNF123P	11
ARHGAP32	11
MIR378D2HG	8
ZNF439	19
RPL34P18	8
MIR1225	16
UQCC4	16
RALYL	8
LRRC8C	1
PERCC1	16
ZNF35	3
TNPO2	19
CCDC154	16
ZBTB40-IT1	1
EPHA8	1
TCF12	15
ZNF140	12
LINC01567	16
ARHGAP17	16
SOCS5P3	3
DNLZ	9
PTEN	10
SCN10A	3
UBAC1	9
MIR6127	1
MIR4684	1
LGALS8-AS1	1
RPL5P9	2
ACOXL-AS1	2
ART3	4
HEATR1	1
NUAK1	12
UFM1P3	8
CYP4F44P	8
VOPP1-DT	7
NACC2	9
WDR35	2
KCNV1	8
CDC42P2	7
TUBBP6	7
RNU6-389P	7
BTNL2	6
SUMO2P3	7
CICP11	7
RNU6-1126P	7
SEPTIN14	7
TBC1D15	12
RIPPLY2	6
UQCRB	8
THEMIS	6
TMEM250	9
CICP12	7
COBL	7
LHX3	9
MCUR1	6
CAPN7	3
PHACTR2	6
QSOX2	9
PSME3	17
VN1R54P	10
CUBNP1	10
RSU1P1	10
DUXAP3	10
BMS1	10
MTCYBP20	8
GAPDHP30	8
CCDC187	9
LAPTM4B	8
OTOF	2
RNU6-885P	10
RET	10
ANO5	11
CYB5B	16
PRRC2B	9
BRIX1P1	8
RPL10AP3	8
RPL7L1P17	8
CHRNB3	8
RPSAP21	1
RPL35P1	1
MT1HL1	1
RNU6-949P	1
CHMP1AP1	1
RNU6-424P	1
RPEP3	1
MTND2P38	8
STX12	1
RPL30-AS1	8
CLXN	8
SLC5A11	16
ATP8A1	4
SH3BP5	3
RPL7L1P2	7
CICP17	7
RNU6-1245P	1
CYP3A7-CYP3A51P	7
MTCYBP18	5
MTND6P4	5
PPP1R8	1
MTND5P11	5
MTND4P12	5
MTND4LP30	5
MTND3P25	5
ZDHHC17	12
CATSPER3	5
SRSF3P2	8
UBE2HP1	8
TSPYL5	8
INIP	9
DUS4L-BCAP29	7
CCHCR1	6
KCNS2	8
PITX1	5
GATAD2A	19
BCAP29	7
RPS12P2	10
EIF5AP4	10
MAT1A	10
MTCO2P4	8
RAD54B	8
SNX30	9
SLC25A48	5
ZNF519P1	10
SCARNA1	1
DYDC1	10
THEMIS2	1
ZNF761	19
ZNF883	9
ZNF383	19
RAPGEF1	9
NARF	17
DYDC2	10
OR2AP1	12
OR6C2	12
GLT8D2	12
NEUROG1	5
OR52M1	11
CXCL14	5
C11orf40	11
RNU6-454P	3
HMGN2P7	3
OR5M13P	11
OR5M1	11
METTL6	3
OR5AM1P	11
OR5M12P	11
ZNF551	19
OR5AP1P	11
OR51F2	11
PRXL2A	10
OR8B3	11
SLC25A48-AS1	5
OR8B2	11
OR10A3	11
OR10A2	11
MIR5692C1	5
OR5A1	11
RPA2	1
OR51G2	11
OR51A7	11
ZNF154	19
LIN7A	12
SLC6A7	5
OR52E4	11
OR5T1	11
ART2BP	11
ZNF671	19
KCNJ11	11
EAF1	3
UBR5	8
OR6A2	11
DEPDC1P1	15
ZNF776	19
ZNF747	16
NECAP1P1	7
OR51D1	11
GPR141	7
C12orf71	12
FIGNL2	12
ZNF891	12
OR51E1	11
WNK1	12
POLR3K	16
OR2AG2	11
CHRNA7	15
EPDR1	7
OR10G8	11
TSPAN14	10
ZNF780A	19
RNU6-1024P	3
AIP	11
MPG	16
COLQ	3
OR51A4	11
CAMK2A	5
NADSYN1	11
GPR141BP	7
CDCA3P1	7
NME8	7
PRKCH	14
BMP10	2
PDE4DIPP9	1
MIR3675	1
RNU1-5P	1
RNU1-2	1
TMEM219	16
GKN2	2
MFAP2	1
JAKMIP1	4
GKN1	2
GRIN1	9
MIR6133	7
COX5BP3	7
RPS3AP27	7
ZNF816-ZNF321P	19
PILRA	7
MIR3126	2
RNA5SP96	2
RNU6-1216P	2
ZNF816	19
SCARF1	17
ANTXR1	2
ATP13A2	1
DPEP1	16
COX5AP2	14
ZNF347	19
PTGDR	14
PTCD1	7
PTGER2	14
ZNF665	19
LINC02315	14
NDUFV2P1	19
ZNF677	19
ATP5MF-PTCD1	7
B9D1	17
VN1R2	19
MIR4270	3
RN7SL110P	3
MIR6754	11
ATF7IP2	16
KRTAP5-7	11
ZNF160	19
KRTAP5-8	11
SH2D4B	10
DNAAF5	7
KRTAP5-9	11
KRTAP5-10	11
KRTAP5-13P	11
KRTAP5-14P	11
OR7E87P	11
HACL1	3
OR7E4P	11
VPS51P11	11
LRRC56	11
RPS7P9	10
RPS27P18	10
TEX36	10
LINC02833	14
ALDOAP2	10
EDRF1-DT	10
HEATR5A-DT	14
PRKAR1B	7
AJUBA-DT	14
EDRF1-AS1	10
OR8J3	11
THAP12	11
EDRF1	10
ZNF223	19
IPCEF1	6
ZNF284	19
GVQW3	11
RNU6-902P	19
PRMT5-DT	14
ZNF224	19
TBC1D30	12
OR5AZ1P	11
OR5BD1P	11
CYCSP26	11
RNU6-899P	11
B3GNTL1	17
ZNF225	19
NLRC5	16
CLLU1	12
ZNF234	19
PADI2	1
MIR492	12
NR2C1	12
NMD3P2	7
LINC01097	4
FOXP2	7
REG3A	2
NKX3-2	4
ZNF226	19
LINC02311	14
BOD1L1	4
AP1G2-AS1	14
ZFHX2-AS1	14
CYFIP2	5
PADI1	1
POLR3KP2	17
SSTR2	17
COG1	17
CTNNA2-AS1	2
CTNND1	11
GNA13P1	2
RNU6-561P	2
MIR4264	2
MIR8080	2
RBM7P1	2
LINC02304	14
MMP21	10
LRRTM1	2
EMC7	15
LINC02319	14
PADI3	1
LINC00524	14
UROS	10
CTNNA2	2
RPL32P2	15
PGBD4	15
KATNBL1	15
DIO3OS	14
MTNAP1	17
MIR3972	1
CCN1	1
MIR5091	4
RPL32P12	4
NDUFA12	12
MTNR1A	4
RNY1P14	4
TBC1D9	4
CICP13	1
RNU6-791P	1
CPSF4L	17
RNF10	12
HHIPL2	1
RNF4	4
CDC42EP4	17
EMC4	15
ZNF227	19
VCF1	17
SFTA3	14
MIR3134	3
RN7SL4P	3
LINC02331	14
GCA	2
TAF1A	1
SEMA3B	3
RNU6-638P	17
RPL9P29	17
ACTG1P15	15
MIR1233-1	15
AFMID	17
SNAP91	6
ABHD2	15
HSD17B3	9
ZNF233	19
SYNE3-AS1	14
LINC02309	14
LINC02291	14
KLK9	19
RNA5SP109	2
PRPF39-DT	14
EIF2AK2	2
KLK10	19
LINC02327	14
KRTAP16-1	17
RNF222	17
C17orf99	17
MIA3	1
GSG1L2	17
GLOD4	17
RNU7-195P	15
HMGB1P8	15
KLK11	19
SLC25A3	12
RLBP1	15
EYA1	8
RNU6-1160P	9
SCFD2	4
SLC35D2	9
MIR6766	15
MIR9-3	15
RNU6-310P	4
LNX1	4
JDP2-AS1	14
LINC02284	14
MIR6872	3
LSMEM2	3
MIR4484	10
BCCIP	10
HYAL3	3
HEATR3	16
DNAH2	17
